-0.710830,0.878081,-3.980699,2.466588,-1.960521,2.058415,2.816925,-3.093417,3.758877,-3.954212,0.345918,-4.312803,0.979846,-4.484019,-6.366097,1.463851,-2.570985,-5.402414,3.405743,-1.892102,1.944730,-2.227241,2.856393,-0.532040,-6.604533,2.915956,-5.822297,-2.335835,1.035137,0.464876,2.705654,-2.618809,-5.086133,-0.045267,3.286851,6.210273,-0.516699,2.299403,-5.038724,-0.181302,5.048021,3.922650,-0.778977,3.223378,-3.790481,-5.850770,0.014150,1.118521,-4.685100,0.950512,-2.880682,1.517798,-6.603701,4.609766,-0.977040,5.372097,4.075195,1.325488,0.060731,0.500099,0.883716,1.827858,1.519494,0.677204,-3.510663,3.670033,5.945224,2.835860,-3.858289,-0.906777,3.789168,-2.680663,-4.797435,1.221724,3.703387,5.275883,1.287452,-4.086655,0.112244,-3.866384,-6.625465,-2.671121,-4.377923,-3.897137,0.585889,-4.668319,-6.461940,2.120815,-4.663732,0.129567,-4.193690,-5.274713,-1.502006,1.647310,1.869523,-6.774025,2.139878,-4.309212,1.637401,1.038485,5.479714,-0.322803,-7.629581,-3.736833,-1.170265,0.918860,1.628113,3.775457,-1.171823,0.400969,2.566808,3.040759,-2.790476,-2.230192,-2.265767,-1.641977,-7.281891,-0.607118,-0.195991,-1.653633,0.588641,-4.101253,-3.082832,6.752027,-1.284664,1.629375,-4.306982,3.754380,-0.164241,-2.507211,-6.853859,-7.373527,-2.119955,-0.535280,-0.207217,-1.883966,-4.921725,2.628616,0.995605,-0.314457,3.041310,-3.933240,1.072954,-3.104914,-7.776628,-6.286292,0.767869,1.189976,-1.511407,-1.790092,1.960788,-4.458727,-4.018655,-2.787323,-8.184037,-3.756648,-1.800419,3.796340,2.760460,1.482656,0.254504,-5.693473,-3.757293,-0.681064,0.886686,-0.395207,-4.981824,2.188514,1.636696,1.046173,3.649498,-0.272027,0.434081,2.341772,3.536210,1.956898,-3.601007,-3.759842,-0.700441,-1.084351,-0.332332,-8.663160,4.786121,-1.790823
-0.338494,1.002995,-3.034308,2.573342,-0.962299,2.184099,3.039673,-0.926703,3.487381,-3.457602,1.192616,-2.884525,-1.294245,-4.776523,-5.552424,1.156893,-1.871355,-4.776716,3.350790,-1.559241,2.406449,-0.376745,2.883060,0.139751,-5.600524,3.048030,-4.606478,-2.575276,1.200592,0.277574,2.441490,-1.831989,-3.514102,0.526415,3.926498,6.457227,-0.797464,2.454143,-4.331581,0.161876,4.463332,4.084490,-2.875851,2.840772,-3.057146,-5.468594,0.096261,1.424484,-4.557635,2.340698,-2.617928,0.699161,-4.032155,3.974570,-1.113904,6.469781,3.923099,1.757481,0.690349,-0.445995,0.907209,1.265639,1.781170,0.053169,-3.123095,4.143795,5.971590,3.895179,-3.059113,1.044438,3.128703,-2.188510,-3.240424,0.908469,2.709217,5.979102,1.649548,-4.109225,-0.267662,-4.883010,-4.927657,-1.060349,-2.314695,-3.305817,-0.377152,-3.040017,-6.553029,2.053378,-3.811509,0.123199,-3.563035,-4.808592,-1.705312,1.407753,2.057016,-6.417816,1.996753,-3.076516,1.585410,0.557918,5.536849,0.019919,-7.108109,-3.225961,-0.073136,0.800222,1.881074,4.002439,-1.262566,0.082443,2.985005,2.759411,-1.718722,-1.157598,-1.276404,-0.942997,-5.025912,-1.224750,0.491618,-1.351632,0.169096,-2.581379,-2.967077,7.229540,-1.838421,1.191498,-3.722329,4.238966,1.187662,-0.874755,-5.751612,-5.969424,-1.307932,-0.870986,-0.097012,-2.270584,-4.047173,2.789978,0.876432,-0.663163,2.408978,-3.614062,0.743193,-1.626648,-6.195267,-5.391981,1.220196,0.292466,-2.494653,-1.381732,0.422430,-4.343727,-2.726276,-2.312791,-8.016303,-2.174198,-1.347658,3.965631,2.350858,1.691850,0.157551,-6.557763,-2.528727,-0.420877,-1.375412,-0.415622,-3.222986,2.220509,0.828016,0.691474,3.855345,-0.470553,1.240139,2.252066,3.536590,2.151427,-2.894607,-3.282997,0.505461,-0.323270,-0.725600,-7.440353,5.011345,-0.517458
-0.064490,-4.188838,-8.407002,2.023581,-7.289645,1.788618,3.227161,-6.842929,3.452850,-9.262610,-5.488083,-9.467798,1.153935,-4.116997,-11.704866,0.889992,-7.803984,-9.538471,3.335611,-1.630234,1.902386,-7.335399,3.115885,0.365423,-11.644843,3.762444,-4.538323,-7.312881,0.493877,0.722601,3.116540,-7.463037,-9.810505,0.272159,3.806867,6.453290,-0.504806,2.941409,-11.078135,-0.344191,5.487610,3.963508,-0.495741,3.796575,-3.260943,-9.976533,0.349752,-4.211660,-10.447320,-3.673098,-9.314270,1.191148,-10.604666,3.791679,-0.284240,1.978540,3.504004,1.784362,-4.988615,-0.309117,1.400133,0.656394,1.370199,1.062132,-3.311912,1.720439,5.794185,-0.995911,-9.154096,-5.392836,4.121836,-7.801611,-9.352520,1.537420,5.051199,2.092167,0.798442,-4.182055,-0.350536,-9.470476,-5.317792,-7.483626,-8.943322,-8.908156,-0.499070,-9.463270,-12.894735,1.949309,-9.078317,-0.314834,-3.302299,-9.722781,-1.406060,1.431369,1.916207,-11.713270,2.075843,-8.738998,1.256184,1.154912,5.133266,-0.876987,-13.536800,-7.969672,-1.169326,0.720138,1.609591,3.342133,-1.492791,-0.093324,1.258099,2.817148,-7.324817,-1.192686,-6.230137,-7.164384,-12.353024,-1.416402,-5.172748,-1.208817,-0.245208,-7.972631,-7.905559,6.687892,-1.697259,1.440022,-3.643559,-2.048186,-4.483521,-7.258335,-10.841124,-13.228146,-6.639800,-1.215489,-6.447543,-2.091762,-9.752057,3.515213,0.530524,-1.207651,2.578759,-8.875742,1.218307,-7.547252,-13.032135,-11.066267,1.079703,0.564732,-7.354209,-6.594932,2.112781,-9.278684,-9.143725,-2.765225,-13.640015,-2.175802,-7.130871,4.660779,2.386205,0.992925,-0.157973,-11.306383,-8.045447,-0.154410,1.555275,-0.104435,-9.721465,2.483681,1.383762,0.394759,3.405935,-0.568294,-4.274121,2.014235,2.932538,1.962384,-8.154420,-9.385559,0.137031,-6.191849,-0.633801,-12.399380,5.224867,-6.828270
-0.275093,0.465382,-2.550634,2.295133,-1.451803,1.779402,2.674929,-2.042350,3.353034,-3.816903,0.958942,-3.363875,-0.585212,-4.459897,-5.757844,1.065268,-2.243007,-4.948770,3.410203,-1.408581,2.044411,-1.094900,3.032577,-0.154972,-5.235362,3.283588,-4.454513,-1.677969,0.862912,0.609483,2.572102,-1.856312,-4.118801,-0.034930,4.231108,6.583130,0.081592,2.370098,-3.901696,-0.202573,4.774684,4.412745,-2.909762,3.080945,-3.329383,-5.169947,0.491307,1.505302,-3.988126,2.061830,-2.679276,2.192065,-4.212642,4.257720,-0.897843,6.666041,4.036209,2.187302,0.418304,0.128950,1.149273,1.402362,1.750695,0.080211,-2.898042,2.399760,6.025860,3.652259,-3.739833,0.733293,3.506575,-2.059797,-3.167574,0.936757,2.957421,6.592569,1.830197,-4.214976,-0.087810,-5.135518,-5.404457,-1.531992,-2.828763,-4.185307,-0.372859,-3.727710,-5.315851,2.278839,-3.595859,-0.385815,-3.520110,-4.278622,-1.547443,0.017447,1.800391,-6.722687,1.705319,-2.115494,2.283172,0.878401,4.429515,-0.146829,-8.163578,-2.859197,-0.734445,0.291178,1.725390,4.084689,-0.533951,0.209834,2.244732,3.032231,-1.943439,-1.800407,-1.356734,-0.725177,-5.588669,-1.022370,0.588778,-1.422292,0.500460,-3.323632,-1.892261,5.910328,-1.371037,1.172869,-3.682311,3.557753,1.040979,-1.609221,-5.490087,-6.446309,-0.716651,-0.932928,-0.933917,-2.903858,-3.728636,2.480147,0.913916,-0.503431,2.846230,-2.843177,0.899487,-2.521081,-7.744309,-6.206335,1.189372,0.828225,-0.834730,-1.559931,0.356257,-2.772676,-3.513398,-1.992069,-7.724886,-3.454062,-1.410039,4.120553,2.747127,1.831432,-0.137960,-5.675513,-2.548014,-0.009661,-1.083647,-0.669199,-3.325516,2.118407,1.529834,0.771007,3.621300,-0.014240,1.011261,2.002728,2.351213,2.107787,-1.423092,-3.727439,-0.227120,-0.286561,-0.575567,-7.372739,4.577308,-0.207294
-0.587349,1.556515,-2.476580,2.187088,-1.289405,2.016751,3.141786,-1.585746,4.044712,-3.924200,0.492360,-2.268744,0.547353,-4.462515,-4.912766,0.175613,-2.201125,-4.767838,3.035403,-1.430695,1.898548,0.420207,2.870805,-0.115961,-5.534200,2.554127,-4.576669,-1.537800,0.803274,0.359101,2.936654,-0.263875,-3.785044,0.112166,4.809614,5.857801,-0.554268,3.386113,-4.379229,1.101277,4.910319,4.938622,-0.568436,2.924239,-2.034935,-3.915421,0.584501,2.530959,-3.696162,1.529446,-2.705992,1.500451,-5.103004,4.175793,-0.425358,6.520558,2.551181,2.116532,1.665610,0.019331,1.268543,0.394999,1.051730,-1.190285,-3.362172,4.880954,6.114328,4.050488,-2.471735,-0.029169,3.317322,-2.019932,-3.261586,1.108651,1.909524,6.543244,1.675153,-4.661491,0.499792,-3.891808,-5.198869,-1.926841,-1.441200,-3.649554,0.190609,-3.669162,-5.977796,2.462983,-3.021097,0.360764,-2.427630,-3.717977,-1.751343,0.813698,1.577792,-5.806590,1.496829,-1.221798,1.941287,-0.446601,5.359916,-0.601135,-6.379122,-3.210950,1.055322,0.775003,1.700007,4.076373,-2.048241,-0.104868,1.653058,2.531498,-0.940809,-0.325893,-0.996057,-1.889317,-6.313162,-1.242557,2.383341,-1.220254,0.346761,-3.009796,-1.576598,6.792535,-1.652964,1.491930,-3.455755,3.204686,1.287970,-1.181188,-5.586658,-5.515030,0.398221,-0.306738,-0.567220,-1.412460,-2.970074,2.904653,0.886134,0.083305,3.364620,-2.215969,1.439006,-2.475919,-6.071751,-3.398208,1.139571,0.972822,-0.889966,-1.008558,1.814789,-3.165550,-3.380824,-2.520176,-8.130164,-2.293895,0.077345,4.428515,0.758518,1.451295,0.309021,-5.344624,-2.020877,-0.311052,0.731385,-0.207029,-3.650657,2.467953,1.020287,0.864351,3.282852,-0.196129,1.715080,2.679779,3.413434,1.918797,-0.912084,-3.257200,-0.096604,-0.229942,-0.028857,-6.897922,5.515246,-0.229199
-0.369969,1.211194,-3.646880,2.541411,-2.149831,2.008588,2.878166,-1.539581,4.100014,-3.601340,1.244183,-3.272005,1.269589,-4.574916,-5.582487,0.900787,-1.711623,-5.191814,3.355830,-1.855934,2.165752,-1.274263,2.419651,-0.055861,-5.701314,2.766579,-7.430399,-1.410824,0.672258,1.052290,2.411553,-1.874126,-4.799039,0.183662,4.275548,6.210188,-0.649687,2.077158,-4.832832,-2.033906,4.755853,4.595620,-0.772176,3.619721,-5.334463,-4.428500,-0.201434,1.295604,-4.189038,1.431840,-1.871106,1.034640,-4.802727,4.477340,-1.311362,5.780986,3.557880,0.878839,0.793525,0.011345,1.486780,2.410661,1.967807,0.503280,-3.003807,5.387082,6.016953,3.668988,-2.542529,0.430257,3.086881,-2.507373,-4.138197,1.106732,3.923212,6.216722,2.027805,-3.881254,0.631938,-4.352563,-7.580732,-1.094897,-3.166056,-3.267685,-0.348271,-4.072744,-6.845200,1.972153,-3.326055,0.007875,-5.887834,-3.827024,-1.307558,0.575380,1.225207,-6.165103,2.107486,-3.593173,1.928867,1.494203,4.700410,-0.325029,-8.354294,-3.041770,-2.694062,0.158349,0.622225,4.285367,-1.765128,-0.295585,2.649972,2.890225,-0.717990,-4.054292,-1.409368,-1.093506,-6.430693,-0.781429,0.427525,-1.366763,0.127626,-3.677619,-2.802306,5.943576,-1.613730,1.894565,-3.417021,3.446944,1.078870,-1.520125,-6.322544,-6.937789,-0.993894,-0.677962,-0.545040,-2.595193,-4.231756,2.563803,0.396919,-0.109136,2.608216,-3.761892,1.065114,-2.755478,-5.563031,-6.517005,0.793134,0.428968,-2.252146,-0.829375,1.201315,-3.790532,-3.493463,-2.438799,-7.766471,-4.969248,-2.483495,3.845984,2.149515,1.560861,0.983966,-5.567218,-2.646997,-0.465824,0.133363,-0.214531,-3.789647,2.483377,1.125124,0.868600,3.997686,-0.926338,1.227949,1.967950,3.265602,1.696452,-2.955896,-3.829915,-0.293495,0.105965,-0.701867,-7.866416,5.235556,-1.436551
-5.722608,3.286898,-1.736835,-1.761508,-2.300077,-3.395639,-2.966889,0.153150,-1.632613,-4.011946,-0.174225,-1.332570,1.503085,-9.602772,-5.695150,-5.641892,-2.319359,-4.139444,-1.400382,-7.107652,-3.580009,0.338424,-3.023938,-5.024076,-5.966096,-2.518593,-3.371769,-1.166711,-4.518624,-4.457294,-1.926767,-1.143054,-3.680021,-5.176596,-1.384885,0.330996,-5.638572,-3.407150,-3.844955,0.981720,0.397857,-1.081101,0.478895,-2.186440,-1.807817,-4.652008,-5.014670,1.502333,-3.183822,1.491852,-2.462737,-4.038189,-3.385588,-1.610655,-5.916655,7.879675,4.201423,-3.505632,2.249467,-4.855088,-3.632045,2.173215,-2.650211,2.136060,-7.795637,4.978275,0.704025,4.272804,-2.099607,1.341363,-1.317088,-2.870874,-2.749954,-4.649349,5.030191,7.600838,-3.906182,-8.992360,-5.379953,-4.141889,-4.649398,-1.633209,-2.198827,-3.107427,-4.773607,-1.890487,-5.723145,-2.145067,-3.934232,-5.207464,-1.311513,-3.342467,-6.406571,-3.053728,-2.090875,-5.478505,-2.645063,-3.434799,-2.367243,2.740643,-0.743289,-5.456321,-7.626083,-1.602992,0.432894,-4.963116,-4.138017,-1.135338,-6.351442,-5.418056,3.882119,-3.027039,-2.249091,-0.806645,-1.166345,-2.276839,-6.492104,-5.703862,0.846340,-6.630563,-5.878139,-1.791795,-1.960681,7.659714,-6.821574,-4.003125,-7.766356,4.080599,1.468467,-1.148021,-5.712428,-5.777641,-0.711123,-6.383634,-0.015783,-7.853526,-3.044154,-1.774148,-3.593076,-5.915090,-3.310225,-3.039467,-3.819026,-0.763253,-5.421010,-5.295994,-4.475979,-5.241025,-0.887517,-0.488604,2.546689,-3.681861,-2.658595,-7.400749,-6.069388,-2.469047,-1.417603,-1.738986,3.440083,-2.079208,-6.683462,-4.102363,-2.422560,-5.312552,1.773749,-5.829192,-3.655806,-2.710585,-0.184357,-5.635998,-2.153456,-5.286926,1.829729,-4.433328,-1.329553,-3.030516,-2.381518,-1.937988,-5.051857,0.867063,-6.870924,-6.721900,0.724930,-1.069649
-0.708321,1.841612,-2.782466,2.310568,-1.002963,1.936520,3.384893,-1.046015,3.584972,-2.897627,0.715345,-3.256866,1.071765,-4.705885,-5.623919,0.181989,-1.800713,-4.387197,3.458523,-2.236778,2.105793,-0.815727,2.344856,-0.266318,-5.561219,2.508033,-4.424342,-0.352364,1.049485,0.461622,2.166741,-1.407397,-4.393378,-0.016760,4.588257,5.609478,-0.102948,2.222809,-4.171730,1.097681,4.936064,3.844790,-0.831489,3.284374,-3.474378,-4.146050,0.208732,2.234171,-3.931237,1.145074,-3.159997,2.558766,-4.023904,3.974775,-1.211990,6.977834,2.258893,1.191315,0.542941,0.351536,1.231287,1.002824,1.737178,-1.186115,-3.626892,5.515659,6.108913,2.837878,-2.556626,0.448406,4.129537,-2.355550,-3.793289,1.154425,2.474547,6.161146,1.720926,-4.299410,-0.072728,-4.497896,-5.232055,-1.895556,-3.219910,-2.631587,-0.454249,-3.492534,-5.657082,2.627574,-4.391145,0.515235,-3.002790,-4.124868,-1.713243,1.322767,1.560022,-6.943847,1.587538,-2.161452,1.900333,-0.459828,5.265390,-0.331036,-7.484658,-2.149985,-0.151299,0.450277,1.661800,4.307805,-1.857487,0.166585,2.141932,2.836933,-2.706380,-1.167099,-1.178899,-1.774760,-7.438189,-1.219896,0.735485,-1.614111,0.666566,-2.535036,-1.981932,6.292143,-1.467555,1.274262,-4.327906,4.277830,0.275899,-1.529497,-5.941020,-6.999230,0.830809,-0.479259,-0.440785,-2.247986,-2.412818,3.112712,0.833034,-0.448010,2.738480,-2.747469,1.839488,-2.310814,-6.683984,-5.200618,1.376937,0.549844,-1.608688,0.710859,2.046804,-3.476762,-3.478110,-2.552571,-7.313084,-2.322420,-0.800746,3.663854,1.132012,1.558185,-0.360145,-5.112045,-2.191046,-0.505542,0.211369,-0.332106,-2.739485,2.886437,0.187219,0.566370,3.384945,-0.357076,2.035983,2.097957,2.979408,1.825283,-1.640818,-2.740683,0.066820,-0.698489,-0.225320,-7.672605,5.638528,-0.348549
-0.752224,0.515468,-3.425528,2.605230,-1.840759,2.116950,3.252960,-2.580865,4.135149,-3.855112,0.756297,-3.848434,1.305634,-4.244426,-5.595684,1.104811,-2.434970,-5.449781,3.044595,-0.555787,1.843427,-1.402926,2.593002,-0.275934,-6.663095,2.845501,-5.869871,-1.733386,0.793627,-0.047346,3.239865,-2.843605,-4.789893,0.415843,4.023618,6.331221,-0.289334,2.242837,-5.155163,-0.496475,5.058899,4.340212,-0.014933,3.490671,-3.549476,-6.017212,0.608142,1.282885,-5.465380,1.160255,-2.827439,0.529230,-5.589074,4.553603,-1.517656,5.918589,3.726712,2.089433,0.339143,0.061556,1.087956,1.691940,1.894795,1.398070,-3.119668,2.697021,6.148980,2.667852,-3.742093,-0.704342,3.734921,-2.381178,-4.675457,1.183552,3.512332,5.885564,1.915695,-4.509697,-0.324969,-4.025053,-6.607669,-2.321774,-2.997313,-3.125803,0.048913,-5.393614,-6.124834,2.697034,-4.608553,0.561688,-4.408508,-5.043111,-1.610017,1.464096,1.478353,-6.929736,1.780969,-3.762153,2.205214,1.596557,5.244088,-0.079755,-6.950696,-3.128445,-1.145506,1.133222,2.183055,4.917058,-1.305177,0.103503,2.580211,3.162348,-2.397147,-1.938111,-2.178815,-2.953835,-7.274941,-0.382643,-0.324936,-1.650077,0.659375,-3.305032,-2.580684,6.100614,-0.113795,1.605654,-2.503834,2.944522,0.235339,-1.529907,-6.636778,-6.798201,-1.417038,-0.148630,-0.960312,-1.472225,-4.654123,3.006957,0.455389,-0.027385,2.587881,-4.130535,0.286663,-3.281123,-6.605800,-6.524230,1.433400,1.043813,-1.639602,-1.815518,2.137415,-4.032138,-3.670338,-2.523044,-8.116049,-3.255661,-2.429364,4.680459,2.497373,1.409498,0.529955,-5.707501,-2.859727,-1.238590,0.528301,0.002650,-4.875735,2.586945,1.799018,1.352099,3.869234,0.285683,0.572379,2.627512,3.479266,2.236765,-2.777655,-4.523497,-0.609786,-0.071668,0.264872,-9.058097,5.480539,-1.087596
-1.160599,1.600360,-2.792441,2.279278,-2.258265,1.930390,3.352137,-0.562697,3.539189,-3.513226,1.387608,-2.580398,1.160815,-4.395778,-5.966504,1.302089,-1.689588,-5.609895,2.878400,-1.656337,2.073106,-1.849191,3.223409,0.067834,-4.820001,3.070531,-4.557340,-1.515839,0.471604,0.475717,2.640552,-2.350549,-3.034144,-0.089290,4.131698,6.336020,0.230011,2.676833,-4.476223,0.905247,5.310091,4.473225,-0.772633,4.006685,-2.763292,-4.709666,0.144827,1.600227,-3.999829,2.304462,-2.987683,2.029999,-4.099273,4.409531,-1.586662,6.450359,4.085299,1.577351,0.686351,0.605550,1.194493,1.000131,1.769078,-0.824270,-3.338919,2.235679,5.781784,4.191886,-3.116208,0.477851,3.346503,-2.993349,-2.976058,1.041993,2.716427,6.236566,1.441211,-4.046737,-0.402964,-4.092755,-4.608795,-0.915102,-2.774173,-2.812772,-0.392432,-4.142962,-6.056533,1.723388,-4.150587,0.235614,-2.837023,-5.052999,-1.893539,0.933696,2.130955,-5.017904,2.115020,-2.900341,2.359450,0.251017,4.835232,-0.063784,-6.998075,-3.002637,0.306892,0.049500,1.213951,4.018653,-1.286260,-0.027147,2.001280,2.578790,-0.365014,-0.017419,-0.911374,-0.911345,-5.701721,-0.834882,0.417161,-1.878363,-0.314061,-3.396220,-1.851849,5.749988,-1.687066,1.342095,-3.606002,3.474124,0.890032,-2.409235,-5.903402,-6.924344,0.215045,-0.225684,-0.118847,-2.622347,-4.257386,2.828794,1.056513,-0.141634,2.660281,-3.455495,0.585837,-3.005200,-7.158046,-5.480630,1.426129,1.174760,-1.301364,-1.683494,2.069667,-3.434974,-4.323816,-2.863164,-6.679563,-1.633991,-1.448345,3.552891,0.359980,1.580192,-0.369864,-5.506967,-1.998486,-0.446953,0.626372,-0.548766,-3.154737,2.794001,2.617161,0.058295,3.639448,-1.087390,2.553576,2.109909,3.356601,2.148640,-2.023061,-3.267817,-0.135728,-0.999073,-0.897792,-8.226762,5.281243,-1.225860
